codigo;nome;tipo;descricao
1711500100000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Principal";A;"Vide descrição do código de receita principal."
1711500200000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711500300000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711500400000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711500500000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Multas";A;"Vide descrição do código de receita principal."
1711500600000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Juros de Mora";A;"Vide descrição do código de receita principal."
1711500700000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711500800000000;"Cota-Parte do Fundo de Participação dos Estados e do Distrito Federal - FPE - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711510000000000;"Cota-Parte do Fundo de Participação dos Municípios - FPM";S;"Registra o valor total das receitas recebidas por meio de cota-parte do Fundo de Participação dos Municípios (FPM)."
1711511000000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal";S;"Registra o valor total das receitas recebidas por meio de cota-parte do Fundo de Participação dos Municípios (FPM), referente à alínea ?b? do inciso I do art. 159 da Constituição Federal."
1711511100000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Principal";A;"Vide descrição do código de receita principal."
1711511200000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711511300000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711511400000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711511500000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Multas";A;"Vide descrição do código de receita principal."
1711511600000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Juros de Mora";A;"Vide descrição do código de receita principal."
1711511700000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711511800000000;"Cota-Parte do Fundo de Participação dos Municípios - Cota Mensal - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711512000000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias";S;""Registra o valor total das receitas recebidas por meio de cota do Fundo de Participação dos Municípios (FPM), referentes as cotas extraordiniárias, conforme as alíneas ""d"", ""e"", ""f"" do inciso I do art. 159 da Constituição Federal.""
1711512100000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Principal";A;"Vide descrição do código de receita principal."
1711512200000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711512300000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711512400000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711512500000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Multas";A;"Vide descrição do código de receita principal."
1711512600000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Juros de Mora";A;"Vide descrição do código de receita principal."
1711512700000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711512800000000;"Cota-Parte do Fundo de Participação dos Municípios - Cotas Extraordinárias - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711520000000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural";S;"Registra o valor total das receitas recebidas por meio de transferˆncias do imposto sobre a propriedade territorial rural."
1711520100000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Principal";A;"Vide descrição do código de receita principal."
1711520200000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711520300000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711520400000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711520500000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Multas";A;"Vide descrição do código de receita principal."
1711520600000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Juros de Mora";A;"Vide descrição do código de receita principal."
1711520700000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711520800000000;"Cota-Parte do Imposto Sobre a Propriedade Territorial Rural - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711530000000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados";S;"Registra recebidos em decorrˆncia da transferˆncia constitucional do imposto sobre produtos industrializados."
1711530100000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Principal";A;"Vide descrição do código de receita principal."
1711530200000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711530300000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711530400000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711530500000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Multas";A;"Vide descrição do código de receita principal."
1711530600000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Juros de Mora";A;"Vide descrição do código de receita principal."
1711530700000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711530800000000;"Cota-Parte do Imposto Sobre Produtos Industrializados ? Estados Exportadores de Produtos Industrializados - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711540000000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico";S;"Registra o valor das receitas recebidas pelos Estados por meio de transferˆncias constitucionais da contribuição de intervenção no domínio econ“mico (Emenda Constitucional n§ 42, de 19/12/2003). "
1711540100000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Principal";A;"Vide descrição do código de receita principal."
1711540200000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711540300000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711540400000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711540500000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Multas";A;"Vide descrição do código de receita principal."
1711540600000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Juros de Mora";A;"Vide descrição do código de receita principal."
1711540700000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711540800000000;"Cota-Parte da Contribuição de Intervenção no Domínio Econ“mico - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711550000000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro";S;"Registra o valor total das receitas recebidas por meio de cota-parte imposto sobre operações crédito cƒmbio e seguros."
1711550100000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Principal";A;"Vide descrição do código de receita principal."
1711550200000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711550300000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711550400000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711550500000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Multas";A;"Vide descrição do código de receita principal."
1711550600000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Juros de Mora";A;"Vide descrição do código de receita principal."
1711550700000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711550800000000;"Cota-Parte do Imposto Sobre Operações de Crédito, Cƒmbio e Seguro, ou Relativas a Títulos ou Valores Mobiliários ? Comercialização do Ouro - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711560000000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação";S;"Registra o valor dos recursos repassados aos Municípios e ao Distrito Federal referentes ao percentual arrecadado com a cobrança de taxa de ocupação, foro e laudˆmio onde estão localizados os imóveis que deram origem à cobrança.ÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿ"
1711560100000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Principal";A;"Vide descrição do código de receita principal."
1711560200000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711560300000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711560400000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711560500000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Multas";A;"Vide descrição do código de receita principal."
1711560600000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Juros de Mora";A;"Vide descrição do código de receita principal."
1711560700000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711560800000000;"Repasse da União para Foros, Laudˆmios e Tarifas de Ocupação - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711980000000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União";S;"Registra o valor de transferˆncias decorrentes da participação em receitas de impostos da União, não especificadas anteriormente, conforme definido em legislação."
1711980100000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Principal";A;"Vide descrição do código de receita principal."
1711980200000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1711980300000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Dívida Ativa";A;"Vide descrição do código de receita principal."
1711980400000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711980500000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Multas";A;"Vide descrição do código de receita principal."
1711980600000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Juros de Mora";A;"Vide descrição do código de receita principal."
1711980700000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1711980800000000;"Transferˆncias Decorrentes de Participação em Outras Receitas de Impostos da União - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712000000000000;"Transferˆncias das Compensações Financeiras pela Exploração de Recursos Naturais";S;"Agrega as receitas transferidas a Estados, DF e Municípios em decorrˆncia da participação dos mesmos nas receitas oriundas de compensações financeiras pela exploração de recursos naturais, auferidas pela União, quando destinadas a atender despesas classificáveis como correntes."
1712500000000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos";S;"Registra o valor da arrecadação da receita da cota-parte da compensação financeira de recursos hídricos, para fins de geração de energia elétrica."
1712500100000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Principal";A;"Vide descrição do código de receita principal."
1712500200000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712500300000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712500400000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712500500000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Multas";A;"Vide descrição do código de receita principal."
1712500600000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Juros de Mora";A;"Vide descrição do código de receita principal."
1712500700000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712500800000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Hídricos - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712510000000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM";S;"Registra o valor da arrecadação da receita da cota-parte da compensação financeira de recursos minerais, para fins de aproveitamento econ“mico."
1712510100000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Principal";A;"Vide descrição do código de receita principal."
1712510200000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712510300000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712510400000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712510500000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Multas";A;"Vide descrição do código de receita principal."
1712510600000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Juros de Mora";A;"Vide descrição do código de receita principal."
1712510700000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712510800000000;"Cota-parte da Compensação Financeira pela Exploração de Recursos Minerais - CFEM - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712520000000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ";S;"Agrega o valor da arrecadação de receita com a cota-parte royalties pelo excedente da produção do petróleo."
1712521000000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89";S;"Registra o valor da arrecadação da receita com a cota-parte royalties ? compensação financeira pela produção de petróleo."
1712521100000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Principal";A;"Vide descrição do código de receita principal."
1712521200000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712521300000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712521400000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712521500000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Multas";A;"Vide descrição do código de receita principal."
1712521600000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Juros de Mora";A;"Vide descrição do código de receita principal."
1712521700000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712521800000000;"Cota-parte da Compensação Financeira pela Produção de Petróleo ? Lei n§ 7.990/89 - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712522000000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II";S;"Registra o valor da arrecadação de receita com a cota-parte royalties pelo excedente da produção do petróleo."
1712522100000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Principal";A;"Vide descrição do código de receita principal."
1712522200000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712522300000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712522400000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712522500000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Multas";A;"Vide descrição do código de receita principal."
1712522600000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Juros de Mora";A;"Vide descrição do código de receita principal."
1712522700000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712522800000000;"Cota-parte pelo Excedente da Produção do Petróleo ? Lei n§ 9.478/97, artigo 49, I e II - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712523000000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50";S;"Registra o valor da arrecadação de receita com a cota-parte royalties pela participação especial prevista na Lei n§ 9.478/97, art. 50."
1712523100000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Principal";A;"Vide descrição do código de receita principal."
1712523200000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712523300000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712523400000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712523500000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Multas";A;"Vide descrição do código de receita principal."
1712523600000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Juros de Mora";A;"Vide descrição do código de receita principal."
1712523700000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712523800000000;"Cota-parte pela Participação Especial ? Lei n§ 9.478/97, artigo 50 - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712524000000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP";S;"Registra o valor da arrecadação de receita de transferˆncia da cota-parte do Fundo Especial do Petróleo ? FEP."
1712524100000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Principal";A;"Vide descrição do código de receita principal."
1712524200000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712524300000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712524400000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712524500000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Multas";A;"Vide descrição do código de receita principal."
1712524600000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Juros de Mora";A;"Vide descrição do código de receita principal."
1712524700000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712524800000000;"Cota-Parte do Fundo Especial do Petróleo ? FEP - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712530000000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção";S;"Registra o valor da arrecadação de receita com a cota-parte do b“nus de assinatura de contrato de partilha de produção"
1712530100000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Principal";A;"Vide descrição do código de receita principal."
1712530200000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712530300000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712530400000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712530500000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Multas";A;"Vide descrição do código de receita principal."
1712530600000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Juros de Mora";A;"Vide descrição do código de receita principal."
1712530700000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712530800000000;"Cota-parte do b“nus de assinatura de contrato de partilha de produção - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712990000000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ";S;"Registra outras transferˆncias destinadas a Estados, DF e Municípios em decorrˆncia da sua participação nas receitas oriundas de compensações financeiras pela exploração de recursos naturais, auferidas pela União, quando direcionadas a atender despesas classificáveis como correntes, que não se enquadrem em outra natureza de receita mais específica."
1712990100000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Principal";A;"Vide descrição do código de receita principal."
1712990200000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1712990300000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Dívida Ativa";A;"Vide descrição do código de receita principal."
1712990400000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712990500000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Multas";A;"Vide descrição do código de receita principal."
1712990600000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Juros de Mora";A;"Vide descrição do código de receita principal."
1712990700000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1712990800000000;"Outras Transferˆncias decorrentes de Compensação Financeira pela Exploração de Recursos Naturaisÿÿ - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1713000000000000;"Transferˆncias de Recursos do Sistema énico de Saúde ? SUSÿ";S;"Agrega as receitas transfereridas e destinadas ao Sistema énico de Saúde - SUS, quanso destinadas a atender despesas classificáveis como correntes "
1713500000000000;"Transferˆncias de Recursos do Sistema énico de Saúde ? SUS ? Repasses Fundo a Fundo - Bloco de Manutenção das Ações e Serviços Públicos de Saúde";S;"Agrega o valor total das transferˆncias correntes oriundas do Fundo Nacional de Saúde referentes ao bloco de manutenção das ações e serviços públicos de saúde, recebidos pelos Fundos de Saúde dos Estados, do Distrito Federal e dos Municípios."
1713501000000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária";S;"Registra o valor total de transferˆncias correntes do bloco de manutenção das ações e serviços públicos de saúde do Fundo Nacional de Saúde (União) recebidos pelos Fundos de Saúde dos Estados, do Distrito Federal e dos Municípios, referentes a gastos com atenção primária em saúde."
1713501100000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Principal";A;"Vide descrição do código de receita principal."
1713501200000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Multas e Juros de Mora";A;"Vide descrição do código de receita principal."
1713501300000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Dívida Ativa";A;"Vide descrição do código de receita principal."
1713501400000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1713501500000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Multas";A;"Vide descrição do código de receita principal."
1713501600000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Juros de Mora";A;"Vide descrição do código de receita principal."
1713501700000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Dívida Ativa - Multas da Dívida Ativa";A;"Vide descrição do código de receita principal."
1713501800000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Primária - Juros de Mora da Dívida Ativa";A;"Vide descrição do código de receita principal."
1713502000000000;"Transferˆncias de Recursos do Bloco de Manutenção das Ações e Serviços Públicos de Saúde ? Atenção Especializada";S;"Registra o valor total de transferˆncias correntes do bloco de manutenção das ações e serviços públicos de saúde do Fundo Nacional de Saúde (União) recebidos pelos Fundos de Saúde dos Estados, do Distrito Federal e dos Municípios, referentes a gastos com atenção especializada em saúde."
