"Classe";"Grupo";"Sub_grupo";"Titulo";"Sub Título";"Ítem";"Sub Ítem";"Conta";"Título";"Função";"Natureza de Saldo";"PCASP Federação";"Status";"Nível de detalhamento";"Indicador de Superavit Financeiro";"PCASP RPPS";"Utilizada pela União";"Utilizada por Estados e DF";"Utilizada por Municípios";"Operação";"Campos alterados"
"3";"3";"1";"1";"1";"27";"00";"3.3.1.1.1.27.00";" MATERIAL DE MANOBRA E PATRULHAMENTO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais de consumo utilizados em campanha militar ou paramilitar, em manobras de tropas, em treinamento ou em ação em patrulhamento ostensivo ou rodoviário, em campanha de saúde publica etc. binóculo - carta náutica - cantil - cordas - flâmulas e bandeiras desinalizacao - lanternas - medicamentos de pronto-socorro - mochilas -piquetes - sacolas - sacos de dormir - sinaleiros - e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"28";"00";"3.3.1.1.1.28.00";"MATERIAL DE PROTEÇÃO E SEGURANCA";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais de consumo utilizados diretamente na proteção de pessoas ou bens públicos, para socorro de pessoas e animais ou para socorro de veículos, aeronaves e embarcações, assim como qualquer outro item aplicado diretamente nas atividades de sobrevivência de pessoas, na selva, no mar ou em sinistros diversos. botas - cadeados - calcados especiais - capacetes - chaves - cintos -coletes - dedais - guarda-chuvas - lona - luvas - mangueira de lona -mascaras - passadeira antiderrapante - óculos - cabina de papelão e outros.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"29";"00";"3.3.1.1.1.29.00";"MATERIAL PARA AUDIO, VIDEO E FOTO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais de consumo de emprego direto em filmagem e revelação, ampliações e reproduções de sons e imagens. aetze especial p/chapa de papel - álbuns p/retratos - alto-falantes- antenas - artigos para gravação em acetato - filmes virgens - fitas virgens de áudio e vídeo - lâmpadas especiais - material p/radiografia, microfilmagem e cinematografia - molduras - papel p/revelação de fotografias - pegadores - reveladores - e outros.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"30";"00";"3.3.1.1.1.30.00";"MATERIAL PARA COMUNICAÇÕES";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais para comunicações, assim como os componentes, circuitos impressos ou integrados, pecas ou acessórios de reposição, chips, e partes de equipamentos de comunicação materiais para instalações: radiofônicas, radiotelegráficas, telegráficas e outros. - bateria para telefone celular- bloqueador telefônico - chave comutadora para telefone - fio para telefone - tomada para telefone - materiais para instalações radiofônicas - radiotelegráficas - telegráficas - outros.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"31";"00";"3.3.1.1.1.31.00";"SEMENTES, MUDAS DE PLANTAS E INSUMOS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de qualquer tipo de semente destinada ao plantio e mudas de plantas frutíferas ou ornamentais, assim como todos os insumos utilizados para fertilização. adubos - argila - plantas ornamentais - borbulhas - bulbos - enxertos- fertilizantes - mudas envasadas ou com raízes nuas - sementes -terra - tubérculos - xaxim - e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"32";"00";"3.3.1.1.1.32.00";"SUPRIMENTO DE AVIAÇÃO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de suplementos para avaliação.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"33";"00";"3.3.1.1.1.33.00";"MATERIAL PARA PRODUÇÃO INDUSTRIAL";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de matérias-primas utilizadas na transformação, beneficiamento e industrialização de um produto final. borracha - couro - matérias-primas em geral - minérios - e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"34";"00";"3.3.1.1.1.34.00";"SUPRIMENTOS PARA MAQ. E MOTORES NAVIOS E EMBARCAÇÕES";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de material para manutenção e reparo de maquinas e motores de navios, inclusive da esquadra, e de embarcações em geral.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"35";"00";"3.3.1.1.1.35.00";"MATERIAL LABORATORIAL";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de todos os utensílios usados em analises laboratoriais. almofarizes - bastões - bico de gás - cálices - corantes - filtros de papel - fixadoras - frascos - funis - garra metálica - laminas de vidro p/microscópio - lâmpadas especiais - luvas de borracha - metáfise metaloides p/analise - pinças - rolhas - vidraria: balão volumétrico - becker - conta-gotas - erlemeyer - pipeta - proveta - termômetro- tubo de ensaio - material de laboratório didático e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"36";"00";"3.3.1.1.1.36.00";"MATERIAL HOSPITALAR";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais de consumo para área hospitalar ou ambulatorial. agulhas hipodérmicas - algodão - cânulas - cateteres - compressa de gaze - drenos - esparadrapo - fios cirúrgicos - laminas p/ bisturi -luvas - seringas - termômetro clinico - e outros. .";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"37";"00";"3.3.1.1.1.37.00";"SUPRIMENTOS DE ARMAMENTO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de Suprimentos de Armamento.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"38";"00";"3.3.1.1.1.38.00";"SUPRIMENTO DE PROTEÇÃO AO VOO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de Suprimentos de proteção ao Voo.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"39";"00";"3.3.1.1.1.39.00";"MATERIAL PARA MANUTENÇÃO DE VEICULOS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais para aplicação e manutenção de veículos rodoviários, viaturas blindadas e tratores em geral. água destilada - amortecedores - baterias - borrachas - buzina - cabos de acelerador - cabos de embreagem - camará de ar - carburador completo - cifa - colar de embreagem - condensador e platinado - correias- disco de embreagem - ignição - junta homocinetica - lâmpadas e lanternas p/veículos - lonas e pastilhas de freio - mangueiras -material utilizado em lanternagem e pintura - motor de reposição -para-brisa - para-choque - platô - pneus - reparos - retentores -retrovisores - rolamentos - tapetes - válvula da marcha lenta e termostática - velas - e outros.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"40";"00";"3.3.1.1.1.40.00";"MATERIAL BIOLÓGICO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de Material Biológico.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"41";"00";"3.3.1.1.1.41.00";"MATERIAL PARA UTILIZAÇÃO EM GRÁFICA";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de todos os materiais de consumo de uso gráfico, tais como: chapas de offset - clichês - cola - espirais - fotolitos - logotipos - papel - solventes - tinta - tipos - e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"42";"00";"3.3.1.1.1.42.00";"FERRAMENTAS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de todos os tipos de ferramentas utilizadas em oficinas, carpintarias, jardins etc. alicate - broca - caixa p/ferramentas - canivete - chaves em geral -enxada - espátulas - ferro de solda - foice - lamina de serra - lima -machado - martelo - pa - picareta - ponteira - prumo - serrote -tesoura de podar - trena - e outros.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"43";"00";"3.3.1.1.1.43.00";"MATERIAL PARA REABILITAÇÃO PROFISSIONAL";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais para programas de reabilitação profissional. bastões - bengalas - joelheiras - meias elásticas e assemelhados -óculos - orteses - pesos - próteses, instrumentos de trabalho e implementos profissionais.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"44";"00";"3.3.1.1.1.44.00";"MATERIAL DE SINALIZAÇÃO VISUAL E OUTROS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais para identificação, sinalização visual, endereçamento e outros. placas de sinalização em geral, tais como, placas indicativas para o setores e seções, placas para veículos, plaquetas para tombamento de material, placas sinalizadoras de trânsito, cones sinalizadores de trânsito, crachás, botons identificadores para servidores e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"45";"00";"3.3.1.1.1.45.00";"MATERIAL TÉCNICO PARA SELEÇÃO E TREINAMENTO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais técnicos utilizados em processos de seleção e treinamento pela própria unidade gestora ou para distribuição não gratuita, tais como: apostilas e similares - folhetos de orientação - livros - manuais explicativos para candidatos - e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"46";"00";"3.3.1.1.1.46.00";"MATERIAL BIBLIOGRAFICO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de material bibliográfico tais como: jornais - revistas - periódicos em geral - anuários médicos - anuário estático - livros em geral e outros, podendo estar na forma de cd-rom e os materiais bibliográficos para bibliotecas publicas.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"48";"00";"3.3.1.1.1.48.00";"BENS MÓVEIS NÃO ATIVÁVEIS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da aquisição de bens moveis de natureza permanente não ativáveis, ou seja, aqueles considerados como despesa operacional, para fins de dedução de imposto de renda, desde que atenda as especificações contidas no artigo 301 do rir (regulamento de imposto de renda). esta conta é utilizada exclusivamente pelas unidades regidas pela lei 6404/76.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"49";"00";"3.3.1.1.1.49.00";"BILHETES DE PASSAGEM";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de bilhetes de passagem para guarda em estoque.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"50";"00";"3.3.1.1.1.50.00";"BANDEIRAS, FLÂMULAS E INSIGNIAS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de bandeiras, flâmulas e insígnias, a saber: brasões, escudos, armas da republica, selo nacional e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"51";"00";"3.3.1.1.1.51.00";"DISCOTECAS E FILMOTECAS NÃO IMOBILIZÁVEL";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de discotecas e filmotecas não imobilizável.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"52";"00";"3.3.1.1.1.52.00";"MATERIAL DE CARÁTER SECRETO OU RESERVADO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de material de caráter secreto ou reservado.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"53";"00";"3.3.1.1.1.53.00";"MATERIAL METEOROLÓGICO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de material meteorológico, tais como: radiossondas, balão de látex, etc.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"54";"00";"3.3.1.1.1.54.00";"MATERIAL P/MANUT.CON SERV.DE ESTRADAS E VIAS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de materiais para reparos, recuperações e adaptações de estradas, ferrovias e rodovias.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"55";"00";"3.3.1.1.1.55.00";"SELOS PARA CONTROLE FISCAL";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de selos para controle fiscal.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"56";"00";"3.3.1.1.1.56.00";"MATERIAL DE MARCAÇÃO DA FAUNA SILVESTRE";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de Material de Marcação da Fauna Silvestre.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"57";"00";"3.3.1.1.1.57.00";"MATERIAL DE CONSUMO - REPARTIÇÕES NO EXTERIOR";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de Material de Consumo - repartições no exterior.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"58";"00";"3.3.1.1.1.58.00";"SOBRESSALENTES PARA MÁQUINAS E EQUP. PARA PRODUÇÃO INDUSTRIAL";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes de Sobressalentes para Máquinas e Equipamentos para Produção Industrial.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"71";"00";"3.3.1.1.1.71.00";"MATERIAIS PARA CONSERVAÇÃO E MANUTENÇÃO DE BENS DE USO COMUM DO POVO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes de Materiais para Conservação e Manutenção de Bens de uso Comum do Povo.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"98";"00";"3.3.1.1.1.98.00";"SENTENÇAS JUDICIAIS DE FORNECEDORES DE MATERIAIS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes de Sentenças Judiciais de Fornecedores de Materiais.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"1";"1";"99";"00";"3.3.1.1.1.99.00";"OUTROS MATERIAIS DE CONSUMO";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da utilização de outros materiais de consumo que não se enquadrem nas rubricas anteriores.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"0";"00";"00";"3.3.1.2.0.00.00";"DISTRIBUIÇÃO DE MATERIAL GRATUITO";"Compreende as variações patrimoniais diminutivas provenientes da distribuição de material gratuito.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"1";"2";"1";"00";"00";"3.3.1.2.1.00.00";"DISTRIBUIÇÃO DE MATERIAL GRATUITO - CONSOLIDAÇÃO";"Compreende as variações patrimoniais diminutivas provenientes da distribuição de material gratuito. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"1";"2";"1";"01";"00";"3.3.1.2.1.01.00";"MERCADORIAS DOADAS";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de produtos adquiridos com a finalidade de doação.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"02";"00";"3.3.1.2.1.02.00";"MATERIAL DESTINADO À ASSISTÊNCIA SOCIAL";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de mat.de saúde(farmacológico,odontológico,hospitalar,medicamentos,órtese e prótese),gêneros alimentícios, mater.de cama,mesa,copa,cozinha,limpeza,higienização, uniformes, tecidos, aviamentos,manut.mov/imov.,ferramentas e outros distinados a assistência social.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"03";"00";"3.3.1.2.1.03.00";"MATERIAL EDUCACIONAL E CULTURAL";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de material educacional,(material escolar, didático, técnico, material p/áudio, vídeo e foto)e material cultural (material religioso e esportivo).";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"04";"00";"3.3.1.2.1.04.00";"MATERIAL DE ACONDICIONAMENTO E EMBALAGEM";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de material de acondicionamento e embalagem.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"05";"00";"3.3.1.2.1.05.00";"MATERIAL PARA CERIMONIAL";"Compreende/Registra as variações patrimoniais diminutivas provenientes da aquisição de materiais oferecidos a autoridades a titulo de homenagem.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"06";"00";"3.3.1.2.1.06.00";"MATERIAL PARA DIVULGAÇÃO";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de material para publicidade e divulgação de programas do governo, para conscientização social. ex: camisetas, bonés, chaveiros, canetas, botons, com logomarcas, folders, cartazes, cartilhas e manuais, etc.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"07";"00";"3.3.1.2.1.07.00";"MATERIAL DESTINADO A CONTRIBUINTE";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de material (cd-rom, formulários, etc.) para distribuição aos contribuintes.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"08";"00";"3.3.1.2.1.08.00";"MATERIAL P/ IDENTIFICAÇÃO DE BENEFICIARIOS";"Compreende/Registra as Variações Patrimoniais Diminutivas provenientes da distribuição de Material para Identificação de Beneficiários.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"1";"99";"00";"3.3.1.2.1.99.00";"OUTROS MATERIAIS DE DISTRIBUIÇÃO GRATUITA";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de materiais para distribuição gratuita, não contemplados em rubricas especificas.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"2";"00";"00";"3.3.1.2.2.00.00";"DISTRIBUIÇÃO DE MATERIAL GRATUITO - INTRA OFSS";"Compreende/Registra as variações patrimoniais diminutivas provenientes da distribuição de material gratuito. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) do mesmo ente.";"Devedora";"Sim";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"3";"00";"00";"3.3.1.2.3.00.00";"DISTRIBUIÇÃO DE MATERIAL GRATUITO - INTER OFSS - UNIÃO";"Compreende/Registra as variações patrimoniais diminutivas provenientes da distribuição de material gratuito. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.";"Devedora";"Sim";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"4";"00";"00";"3.3.1.2.4.00.00";"DISTRIBUIÇÃO DE MATERIAL GRATUITO - INTER OFSS - ESTADO";"Compreende/Registra as variações patrimoniais diminutivas provenientes da distribuição de material gratuito. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.";"Devedora";"Sim";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"1";"2";"5";"00";"00";"3.3.1.2.5.00.00";"DISTRIBUIÇÃO DE MATERIAL GRATUITO - INTER OFSS - MUNICÍPIO";"Compreende/Registra as variações patrimoniais diminutivas provenientes da distribuição de material gratuito. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.";"Devedora";"Sim";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"0";"0";"00";"00";"3.3.2.0.0.00.00";"SERVIÇOS";"Compreende as variações patrimoniais diminutivas provenientes da prestação de serviços fornecidas à entidade governamental.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"2";"1";"0";"00";"00";"3.3.2.1.0.00.00";"DIÁRIAS";"Compreende as variações patrimoniais diminutivas provenientes da utilização de diárias pagas aos servidores, empregados públicos e colaboradores eventuais, para fazer face a despesas com pousada, alimentação e locomoção urbana.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"2";"1";"1";"00";"00";"3.3.2.1.1.00.00";"DIÁRIAS - CONSOLIDAÇÃO";"Compreende as variações patrimoniais diminutivas provenientes da utilização de diárias pagas aos servidores, empregados públicos e colaboradores eventuais, para fazer face a despesas com pousada, alimentação e locomoção urbana. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"2";"1";"1";"01";"00";"3.3.2.1.1.01.00";" DIARIAS PESSOAL CIVIL";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de diárias de pessoal civil, cobrindo alimentação, pousada e locomoção urbana do servidor público ou celetista que se deslocar de sua sede em objeto de serviço, em caráter eventual ou transitório.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"1";"1";"02";"00";"3.3.2.1.1.02.00";" DIARIAS - PESSOAL MILITAR";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de diárias decorrentes do deslocamento do militar da sede de sua unidade por motivo de serviço, destinadas à indenização das despesas de alimentação e pousada.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"1";"1";"03";"00";"3.3.2.1.1.03.00";" DIARIAS - COLABORADORES EVENTUAIS";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de diárias pagas a prestadores de serviços de caráter eventual, sem vínculo com a administração pública.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"1";"1";"04";"00";"3.3.2.1.1.04.00";"DIARIAS A CONSELHEIROS";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de diárias a membros de órgãos de deliberação coletiva (conselhos).";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"1";"1";"99";"00";"3.3.2.1.1.99.00";"OUTRAS DIÁRIAS";"Compreende/Registra outras variações patrimoniais diminutivas provenientes da utilização de diárias.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"0";"00";"00";"3.3.2.2.0.00.00";"SERVIÇOS TERCEIROS - PF";"Compreende as variações patrimoniais diminutivas provenientes da prestação de serviços por pessoa física fornecida a entidade governamental. Na classificação da despesa de material por encomenda, a variação patrimonial diminutiva só devera ser classificada com serviços de terceiros se o próprio órgão ou entidade fornecer a matéria-prima.";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"2";"2";"1";"00";"00";"3.3.2.2.1.00.00";"SERVIÇOS TERCEIROS - PF - CONSOLIDAÇÃO";"Compreende as variações patrimoniais diminutivas provenientes da prestação de serviços por pessoa física fornecida a entidade governamental. Na classificação da despesa de material por encomenda, a variação patrimonial diminutiva só devera ser classificada com serviços de terceiros se o próprio órgão ou entidade fornecer a matéria-prima. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).";"Devedora";"Sim";"Ativa";"Superior";;"Sim";;;;"Original";
"3";"3";"2";"2";"1";"01";"00";"3.3.2.2.1.01.00";"CONSULTORIA E ASSESSORIA";"Compreende/Registra as variações patrimoniais diminutivas provenientes da utilização de serviços nas áreas de consultorias e assessorias técnicas, ou assemelhadas.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"1";"02";"00";"3.3.2.2.1.02.00";"PERICIAS";"Compreende/Registra as variações patrimoniais diminutivas proveniente da utilização de serviços de pericias realizadas por profissionais técnicos.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"1";"03";"00";"3.3.2.2.1.03.00";"AUDITORIA EXTERNA";"Compreende/Registra as variações patrimoniais diminutivas proveniente da utilização de serviços de auditoria.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"1";"04";"00";"3.3.2.2.1.04.00";"HONORARIOS ADVOCATICIOS - ONUS DE SUCUMBENCIA";"Compreende/Registra as variações patrimoniais diminutivas proveniente da utilização de serviços advocatícios decorrentes do ônus da sucumbência, entendido este como o ônus que recai sobre a parte vencida numa ação, para pagamento dos honorários advocatícios a vencedora.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"1";"05";"00";"3.3.2.2.1.05.00";"SERVICOS MEDICOS E ODONTOLOGICOS";"Compreende/Registra as variações patrimoniais diminutivas proveniente da utilização de serviços médicos e odontológicos prestados por pessoa física, sem vínculo empregatício. Consultas - raio x - tratamento odontológico - e outros.";"Devedora";"Não";"Ativa";"Último";;"Não";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"1";"06";"00";"3.3.2.2.1.06.00";"SELEÇÃO E TREINAMENTO";"Compreende/Registra as variações patrimoniais diminutivas proveniente da utilização de serviços prestados nas áreas de instrução e orientação profissional, recrutamento e seleção de pessoal e treinamento, por pessoa física, inclusive a gratificação por encargo de curso ou concurso, normatizada pelo art. 76-a, da lei 8112/90 e o decreto 6114/2007, bolsa sênior (servidores aposentados do órgão) bolsa de multiplicadores (servidores da ativa do órgão).";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
"3";"3";"2";"2";"1";"07";"00";"3.3.2.2.1.07.00";"COMUNICAÇÃO EM GERAL";"Compreende/Registra as variações patrimoniais diminutivas proveniente da utilização de serviços de comunicação geral prestados por pessoa física, tais como: confecção de material p/ comunicação visual; geração de matérias para divulgação por meio dos veículos de comunicação; e outros.";"Devedora";"Não";"Ativa";"Último";;"Sim";"Sim";"Sim";"Sim";"Original";
